timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-07-02T11:23:19,mnli_train_1k_flan-t5-large_0,ef58f34b-d658-478b-bdce-693c4e18d543,1.258922815322876,3.014839911751426e-05,2.394777404187571e-05,63.24197584832354,78.71834397972945,0.641685962677002,2.253308885979272e-05,2.485446432798355e-05,2.103222673313591e-07,4.759787545510762e-05,India,IND,,,,Linux-5.15.0-107-generic-x86_64-with-glibc2.31,3.10.14,2.4.2,40,Intel(R) Xeon(R) Silver 4210R CPU @ 2.40GHz,4,2 x NVIDIA RTX A60002 x NVIDIA RTX A5000,,,125.51710510253906,process,N,1.0
2024-07-02T11:23:21,mnli_train_1k_flan-t5-large_1,2a49c91f-f8d9-43f2-9c9f-4cd3872c33ef,0.3447296619415283,9.827729875489854e-06,2.850851249683526e-05,62.44211747948563,99.870241823895,0.6418390274047852,5.975009224445937e-06,9.48334092010228e-06,5.7533826493454404e-08,1.5515883971041673e-05,India,IND,,,,Linux-5.15.0-107-generic-x86_64-with-glibc2.31,3.10.14,2.4.2,40,Intel(R) Xeon(R) Silver 4210R CPU @ 2.40GHz,4,2 x NVIDIA RTX A60002 x NVIDIA RTX A5000,,,125.51710510253906,process,N,1.0
2024-07-02T11:23:23,mnli_train_1k_flan-t5-large_2,5197f4ac-7864-4f1b-b643-083ff74c717e,0.3579814434051513,1.0159613312969723e-05,2.8380279201990408e-05,62.210947578612064,99.33151480019431,0.6420779228210449,6.1818163343344e-06,9.798618950007665e-06,5.9421666531989135e-08,1.6039856950874052e-05,India,IND,,,,Linux-5.15.0-107-generic-x86_64-with-glibc2.31,3.10.14,2.4.2,40,Intel(R) Xeon(R) Silver 4210R CPU @ 2.40GHz,4,2 x NVIDIA RTX A60002 x NVIDIA RTX A5000,,,125.51710510253906,process,N,1.0
2024-07-02T11:23:24,mnli_train_1k_flan-t5-large_3,07145f76-0055-4e6a-ab91-c75b0dd8398c,0.3613193035125732,9.981299936247429e-06,2.762459641434601e-05,62.361766091175454,95.53519174432827,0.642268180847168,6.253260835933916e-06,9.4450075560637e-06,6.00698664866665e-08,1.5758338258484283e-05,India,IND,,,,Linux-5.15.0-107-generic-x86_64-with-glibc2.31,3.10.14,2.4.2,40,Intel(R) Xeon(R) Silver 4210R CPU @ 2.40GHz,4,2 x NVIDIA RTX A60002 x NVIDIA RTX A5000,,,125.51710510253906,process,N,1.0
2024-07-02T11:23:26,mnli_train_1k_flan-t5-large_4,f28bfd58-54aa-4d0b-b7ed-8a8dc2d82d96,0.3521490097045898,8.71124810822777e-06,2.473739203621628e-05,62.89984457562053,77.75430494231995,0.6422781944274902,6.1483824187053004e-06,7.545839369793583e-06,5.8976213748943935e-08,1.3753198002247827e-05,India,IND,,,,Linux-5.15.0-107-generic-x86_64-with-glibc2.31,3.10.14,2.4.2,40,Intel(R) Xeon(R) Silver 4210R CPU @ 2.40GHz,4,2 x NVIDIA RTX A60002 x NVIDIA RTX A5000,,,125.51710510253906,process,N,1.0
2024-07-02T11:23:28,mnli_train_1k_flan-t5-large_5,89818dfd-ae64-4d63-a801-2b18dc1805d1,0.3668937683105469,1.057715106368714e-05,2.8828919914318107e-05,62.49048806873235,103.5254469309656,0.6423311233520508,6.363938146708437e-06,1.0274730442016988e-05,6.039118678245358e-08,1.6699059775507878e-05,India,IND,,,,Linux-5.15.0-107-generic-x86_64-with-glibc2.31,3.10.14,2.4.2,40,Intel(R) Xeon(R) Silver 4210R CPU @ 2.40GHz,4,2 x NVIDIA RTX A60002 x NVIDIA RTX A5000,,,125.51710510253906,process,N,1.0
2024-07-02T11:23:29,mnli_train_1k_flan-t5-large_6,4bb1ab88-4376-46dd-ac6f-cafeace3c126,0.3629918098449707,1.049087388151398e-05,2.890113109162023e-05,62.56241365918752,102.46361485223616,0.6423439979553223,6.303970876510301e-06,1.0198341491740592e-05,6.053418559673675e-08,1.656284655384763e-05,India,IND,,,,Linux-5.15.0-107-generic-x86_64-with-glibc2.31,3.10.14,2.4.2,40,Intel(R) Xeon(R) Silver 4210R CPU @ 2.40GHz,4,2 x NVIDIA RTX A60002 x NVIDIA RTX A5000,,,125.51710510253906,process,N,1.0
2024-07-02T11:23:31,mnli_train_1k_flan-t5-large_7,a168da24-0900-4414-8a6c-cc409da979e0,0.3680450916290283,1.1182780698804178e-05,3.0384267996367905e-05,62.62279341434275,111.05514974479362,0.6423497200012207,6.39723622889582e-06,1.1196675623992292e-05,6.13076122888856e-08,1.7655219465176995e-05,India,IND,,,,Linux-5.15.0-107-generic-x86_64-with-glibc2.31,3.10.14,2.4.2,40,Intel(R) Xeon(R) Silver 4210R CPU @ 2.40GHz,4,2 x NVIDIA RTX A60002 x NVIDIA RTX A5000,,,125.51710510253906,process,N,1.0
2024-07-02T11:23:33,mnli_train_1k_flan-t5-large_8,05723d44-3fc6-4239-aebb-8d6d5d0d5b4d,0.3711521625518799,1.0130734201209718e-05,2.729536622272445e-05,62.03570709553388,93.81133623160662,0.6423511505126953,6.391539279899938e-06,9.541118744404995e-06,6.16049844347799e-08,1.5994263008739716e-05,India,IND,,,,Linux-5.15.0-107-generic-x86_64-with-glibc2.31,3.10.14,2.4.2,40,Intel(R) Xeon(R) Silver 4210R CPU @ 2.40GHz,4,2 x NVIDIA RTX A60002 x NVIDIA RTX A5000,,,125.51710510253906,process,N,1.0
2024-07-02T11:23:35,mnli_train_1k_flan-t5-large_9,144c9a89-55b8-435d-b24f-18d4c0cc8c0d,0.3768868446350097,1.1574301118470974e-05,3.0710281569206606e-05,62.80558031952037,112.1990759811542,0.6428546905517578,6.570694423217727e-06,1.1639453755929452e-05,6.319830832353547e-08,1.827334648747072e-05,India,IND,,,,Linux-5.15.0-107-generic-x86_64-with-glibc2.31,3.10.14,2.4.2,40,Intel(R) Xeon(R) Silver 4210R CPU @ 2.40GHz,4,2 x NVIDIA RTX A60002 x NVIDIA RTX A5000,,,125.51710510253906,process,N,1.0
